Aae-Bantam_pre	MI0013439
Hsa-Mir-146-P2_pre	MI0003129
Hsa-Mir-147-v1_pre	MI0005544
Hsa-Mir-147-v2_pre	MI0005544
Hsa-Mir-148-P1_pre	MI0000253
Hsa-Mir-148-P2_pre	MI0000462
Hsa-Mir-148-P3_pre	MI0000811
Hsa-Mir-149_pre	MI0000478
Hsa-Mir-15-P1a_pre	MI0000069
Hsa-Mir-15-P1b_pre	MI0000438
Hsa-Mir-15-P1c_pre	MI0003138
Hsa-Mir-15-P1d_pre	MI0001446
Hsa-Mir-15-P2a_pre	MI0000070
Hsa-Mir-15-P2b_pre	MI0000115
Hsa-Mir-15-P2c_pre	MI0000489
Hsa-Mir-15-P2d_pre	MI0003188
Hsa-Mir-150_pre	MI0000479
Hsa-Mir-153-P1_pre	MI0000463
Hsa-Mir-153-P2_pre	MI0000464
Hsa-Mir-154-P10_pre	MI0000790
Hsa-Mir-154-P12_pre	MI0002465
Hsa-Mir-154-P13_pre	MI0003675
Hsa-Mir-154-P14_pre	MI0002464
Hsa-Mir-154-P15_pre	MI0002469
Hsa-Mir-154-P16_pre	MI0002471
Hsa-Mir-154-P17_pre	MI0003530
Hsa-Mir-154-P18_pre	MI0003134
Hsa-Mir-154-P19_pre	MI0003135
Hsa-Mir-154-P1_pre	MI0000480
Hsa-Mir-154-P2-v1_pre	MI0000744
Hsa-Mir-154-P2-v2_pre	MI0000744
Hsa-Mir-154-P20-v1_pre	MI0003136
Hsa-Mir-154-P20-v2_pre	MI0003136
Hsa-Mir-154-P21_pre	MI0003514
Hsa-Mir-154-P22_pre	MI0005565
Hsa-Mir-154-P23_pre	MI0003676
Hsa-Mir-154-P24_pre	MI0003677
Hsa-Mir-154-P25_pre	MI0003678
Hsa-Mir-154-P26_pre	MI0003757
Hsa-Mir-154-P27_pre	MI0005540
Hsa-Mir-154-P28a_pre	MI0003844
Hsa-Mir-154-P28b_pre	MI0003821
Hsa-Mir-154-P29_pre	MI0014205
Hsa-Mir-154-P30_pre	MI0006656
Hsa-Mir-154-P36_pre	MI0001735
Hsa-Mir-154-P3a-v1_pre	MI0000807
Hsa-Mir-154-P3a-v2_pre	MI0000807
Hsa-Mir-154-P3b_pre	MI0014206
Hsa-Mir-154-P4a_pre	MI0001725
Hsa-Mir-154-P4b_pre	MI0001726
Hsa-Mir-154-P5_pre	MI0000777
Hsa-Mir-154-P6_pre	MI0000785
Hsa-Mir-154-P7_pre	MI0000787
Hsa-Mir-154-P8_pre	MI0000788
Hsa-Mir-154-P9_pre	MI0000789
Hsa-Mir-155_pre	MI0000681
Hsa-Mir-17-P1a_pre	MI0000071
Hsa-Mir-17-P1b_pre	MI0000113
Hsa-Mir-17-P1c_pre	MI0000095
Hsa-Mir-17-P2a_pre	MI0000072
Hsa-Mir-17-P2b_pre	MI0001518
Hsa-Mir-17-P3a_pre	MI0000076
Hsa-Mir-17-P3b_pre	MI0001519
Hsa-Mir-17-P3c_pre	MI0000734
Hsa-Mir-181-P1a_pre	MI0000289
Hsa-Mir-181-P1b_pre	MI0000269
Hsa-Mir-181-P1c_pre	MI0000271
Hsa-Mir-181-P2a_pre	MI0000270
Hsa-Mir-181-P2b_pre	MI0000683
Hsa-Mir-181-P2c_pre	MI0003139
Hsa-Mir-184_pre	MI0000481
Hsa-Mir-185_pre	MI0000482
Hsa-Mir-186_pre	MI0000483
Hsa-Mir-187_pre	MI0000274
Hsa-Mir-188-P1_pre	MI0000484
Hsa-Mir-188-P2_pre	MI0003205
Hsa-Mir-188-P3_pre	MI0003684
Hsa-Mir-19-P1_pre	MI0000073
Hsa-Mir-19-P2a_pre	MI0000074
Hsa-Mir-19-P2b_pre	MI0000075
Hsa-Mir-190-P1_pre	MI0000486
Hsa-Mir-190-P2_pre	MI0005545
Hsa-Mir-1908_pre	MI0008329
Hsa-Mir-1910_pre	MI0008331
Hsa-Mir-1911_pre	MI0008332
Hsa-Mir-1912_pre	MI0008333
Hsa-Mir-1913_pre	MI0008334
Hsa-Mir-1914_pre	MI0008335
Hsa-Mir-191_pre	MI0000465
Hsa-Mir-192-P1_pre	MI0000234
Hsa-Mir-192-P2_pre	MI0000291
Hsa-Mir-193-P1a_pre	MI0000487
Hsa-Mir-193-P1b_pre	MI0003137
Hsa-Mir-193-P2a_pre	MI0000769
Hsa-Mir-193-P2b_pre	MI0000767
Hsa-Mir-194-P1_pre	MI0000732
Hsa-Mir-194-P2_pre	MI0000488
Hsa-Mir-196-P1_pre	MI0000238
Hsa-Mir-196-P2_pre	MI0000279
Hsa-Mir-196-P3_pre	MI0001150
Hsa-Mir-197_pre	MI0000239
Hsa-Mir-199-P1-v1_pre	MI0000282
Hsa-Mir-199-P1-v2_pre	MI0000282
Hsa-Mir-199-P1-v3_pre	MI0000282
Hsa-Mir-199-P2-v1_pre	MI0000242
Hsa-Mir-199-P2-v2_pre	MI0000242
Hsa-Mir-199-P2-v3_pre	MI0000242
Hsa-Mir-199-P3-v1_pre	MI0000281
Hsa-Mir-199-P3-v2_pre	MI0000281
Hsa-Mir-199-P3-v3_pre	MI0000281
Hsa-Mir-202_pre	MI0003130
Hsa-Mir-203-v1_pre	MI0000283
Hsa-Mir-203-v2_pre	MI0000283
Hsa-Mir-204-P1_pre	MI0000284
Hsa-Mir-204-P2_pre	MI0000287
Hsa-Mir-205-P1_pre	MI0000285
Hsa-Mir-208-P1_pre	MI0000251
Hsa-Mir-208-P2_pre	MI0005570
Hsa-Mir-210_pre	MI0000286
Hsa-Mir-2114_pre	MI0010633
Hsa-Mir-2115_pre	MI0010634
Hsa-Mir-2116_pre	MI0010635
Hsa-Mir-214-v1_pre	MI0000290
Hsa-Mir-214-v2_pre	MI0000290
Hsa-Mir-216-P1a_pre	MI0000292
Hsa-Mir-216-P1b_pre	MI0005569
Hsa-Mir-217-v1_pre	MI0000293
Hsa-Mir-217-v2_pre	MI0000293
Hsa-Mir-218-P1_pre	MI0000294
Hsa-Mir-218-P2_pre	MI0000295
Hsa-Mir-219-P1_pre	MI0000296
Hsa-Mir-219-P2-as_pre	MI0017299
Hsa-Mir-219-P2_pre	MI0000740
Hsa-Mir-21_pre	MI0000077
Hsa-Mir-22-P1a_pre	MI0000078
Hsa-Mir-221-P1_pre	MI0000298
Hsa-Mir-221-P2_pre	MI0000299
Hsa-Mir-223_pre	MI0000300
Hsa-Mir-224_pre	MI0000301
Hsa-Mir-2276_pre	MI0011282
Hsa-Mir-2277_pre	MI0011284
Hsa-Mir-23-P1_pre	MI0000079
Hsa-Mir-23-P2_pre	MI0000439
Hsa-Mir-2355_pre	MI0015873
Hsa-Mir-24-P1_pre	MI0000081
Hsa-Mir-24-P2_pre	MI0000080
Hsa-Mir-2467_pre	MI0017432
Hsa-Mir-26-P1_pre	MI0000084
Hsa-Mir-26-P2_pre	MI0000750
Hsa-Mir-26-P3_pre	MI0000083
Hsa-Mir-27-P1_pre	MI0000085
Hsa-Mir-27-P2_pre	MI0000440
Hsa-Mir-28-P1_pre	MI0000086
Hsa-Mir-28-P2_pre	MI0000809
Hsa-Mir-28-P3_pre	MI0005543
Hsa-Mir-29-P1a_pre	MI0000087
Hsa-Mir-29-P1b_pre	MI0000735
Hsa-Mir-29-P2a_pre	MI0000105
Hsa-Mir-29-P2b-v1_pre	MI0000107
Hsa-Mir-29-P2b-v2_pre	MI0000107
Hsa-Mir-296_pre	MI0000747
Hsa-Mir-30-P1a_pre	MI0000088
Hsa-Mir-30-P1b_pre	MI0000749
Hsa-Mir-30-P1c_pre	MI0000255
Hsa-Mir-30-P2a_pre	MI0000254
Hsa-Mir-30-P2b_pre	MI0000736
Hsa-Mir-30-P2c_pre	MI0000441
Hsa-Mir-3126_pre	MI0014143
Hsa-Mir-3127_pre	MI0014144
Hsa-Mir-3136_pre	MI0014158
Hsa-Mir-3138_pre	MI0014161
Hsa-Mir-3140_pre	MI0014163
Hsa-Mir-3144-v1_pre	MI0014169
Hsa-Mir-3144-v2_pre	MI0014169
Hsa-Mir-3145_pre	MI0014170
Hsa-Mir-3146_pre	MI0014172
Hsa-Mir-3173_pre	MI0014204
Hsa-Mir-3174_pre	MI0014208
Hsa-Mir-3180-P1_pre	MI0014214
Hsa-Mir-3180-P2_pre	MI0014215
Hsa-Mir-3180-P3_pre	MI0014217
Hsa-Mir-3187_pre	MI0014231
Hsa-Mir-3194_pre	MI0014239
Hsa-Mir-31_pre	MI0000089
Hsa-Mir-3200_pre	MI0014249
Hsa-Mir-324_pre	MI0000813
Hsa-Mir-325_pre	MI0000824
Hsa-Mir-326_pre	MI0000808
Hsa-Mir-328_pre	MI0000804
Hsa-Mir-32_pre	MI0000090
Hsa-Mir-33-P1_pre	MI0000091
Hsa-Mir-33-P2_pre	MI0003646
Hsa-Mir-330-v1_pre	MI0000803
Hsa-Mir-330-v2_pre	MI0000803
Hsa-Mir-331_pre	MI0000812
Hsa-Mir-335_pre	MI0000816
Hsa-Mir-337-v1_pre	MI0000806
Hsa-Mir-337-v2_pre	MI0000806
Hsa-Mir-338-P1-as_pre	MI0014228
Hsa-Mir-338-P1_pre	MI0000814
Hsa-Mir-339_pre	MI0000815
Hsa-Mir-34-P1_pre	MI0000268
Hsa-Mir-34-P2a_pre	MI0000742
Hsa-Mir-34-P2b_pre	MI0000743
Hsa-Mir-34-P3a_pre	MI0001648
Hsa-Mir-34-P3b_pre	MI0003673
Hsa-Mir-34-P3c_pre	MI0003823
Hsa-Mir-340_pre	MI0000802
Hsa-Mir-342_pre	MI0000805
Hsa-Mir-345_pre	MI0000825
Hsa-Mir-346_pre	MI0000826
Hsa-Mir-361-v1_pre	MI0000760
Hsa-Mir-361-v2_pre	MI0000760
Hsa-Mir-3611_pre	MI0016001
Hsa-Mir-3613_pre	MI0016003
Hsa-Mir-3617_pre	MI0016007
Hsa-Mir-3619_pre	MI0016009
Hsa-Mir-362-P1_pre	MI0000762
Hsa-Mir-362-P2-v1_pre	MI0003184
Hsa-Mir-362-P2-v2_pre	MI0003184
Hsa-Mir-362-P3_pre	MI0003185
Hsa-Mir-362-P4_pre	MI0003186
Hsa-Mir-362-P5_pre	MI0015903
Hsa-Mir-3622_pre	MI0016013
Hsa-Mir-3663_pre	MI0016064
Hsa-Mir-3690_pre	MI0016091
Hsa-Mir-370_pre	MI0000778
Hsa-Mir-374-P1_pre	MI0000782
Hsa-Mir-374-P2_pre	MI0005566
Hsa-Mir-375_pre	MI0000783
Hsa-Mir-376-P1_pre	MI0000784
Hsa-Mir-376-P2_pre	MI0003529
Hsa-Mir-376-P3_pre	MI0002466
Hsa-Mir-376-P4_pre	MI0000776
Hsa-Mir-378_pre	MI0000786
Hsa-Mir-383-v1_pre	MI0000791
Hsa-Mir-383-v2_pre	MI0000791
Hsa-Mir-3909_pre	MI0016413
Hsa-Mir-3924_pre	MI0016432
Hsa-Mir-3934_pre	MI0016590
Hsa-Mir-3940_pre	MI0016597
Hsa-Mir-3942_pre	MI0016599
Hsa-Mir-3944_pre	MI0016601
Hsa-Mir-423_pre	MI0001445
Hsa-Mir-425_pre	MI0001448
Hsa-Mir-430-P11a_pre	MI0003180
Hsa-Mir-430-P11b_pre	MI0003181
Hsa-Mir-430-P13_pre	MI0003172
Hsa-Mir-430-P14_pre	MI0003167
Hsa-Mir-430-P15a_pre	MI0003161
Hsa-Mir-430-P15b_pre	MI0003165
Hsa-Mir-430-P15c_pre	MI0003174
Hsa-Mir-430-P18_pre	MI0003170
Hsa-Mir-430-P19_pre	MI0003173
Hsa-Mir-430-P1_pre	MI0000738
Hsa-Mir-430-P20_pre	MI0003156
Hsa-Mir-430-P21_pre	MI0003159
Hsa-Mir-430-P22_pre	MI0003171
Hsa-Mir-430-P23_pre	MI0003169
Hsa-Mir-430-P24_pre	MI0003154
Hsa-Mir-430-P25_pre	MI0003178
Hsa-Mir-430-P26_pre	MI0003182
Hsa-Mir-430-P27_pre	MI0003151
Hsa-Mir-430-P28_pre	MI0003148
Hsa-Mir-430-P29_pre	MI0003162
Hsa-Mir-430-P2_pre	MI0000772
Hsa-Mir-430-P30_pre	MI0003145
Hsa-Mir-430-P31_pre	MI0003149
Hsa-Mir-430-P32_pre	MI0003155
Hsa-Mir-430-P33_pre	MI0003158
Hsa-Mir-430-P34_pre	MI0003164
Hsa-Mir-430-P35_pre	MI0003143
Hsa-Mir-430-P36_pre	MI0003146
Hsa-Mir-430-P37a_pre	MI0003166
Hsa-Mir-430-P37b_pre	MI0003175
Hsa-Mir-430-P39a_pre	MI0003176
Hsa-Mir-430-P39b_pre	MI0003163
Hsa-Mir-430-P3_pre	MI0000773
Hsa-Mir-430-P41_pre	MI0003177
Hsa-Mir-430-P42_pre	MI0003153
Hsa-Mir-430-P43_pre	MI0003160
Hsa-Mir-430-P44_pre	MI0003152
Hsa-Mir-430-P45_pre	MI0003157
Hsa-Mir-430-P46_pre	MI0003168
Hsa-Mir-430-P47_pre	MI0003150
Hsa-Mir-430-P48_pre	MI0003179
Hsa-Mir-430-P49_pre	MI0003832
Hsa-Mir-430-P4_pre	MI0000774
Hsa-Mir-430-P50_pre	MI0006430
Hsa-Mir-430-P5_pre	MI0000779
Hsa-Mir-430-P6_pre	MI0000780
Hsa-Mir-430-P7_pre	MI0000781
Hsa-Mir-430-P8a_pre	MI0003140
Hsa-Mir-430-P8b_pre	MI0003141
Hsa-Mir-430-P9a_pre	MI0003144
Hsa-Mir-430-P9b_pre	MI0003147
Hsa-Mir-431_pre	MI0001721
Hsa-Mir-432_pre	MI0003133
Hsa-Mir-433_pre	MI0001723
Hsa-Mir-4424_pre	MI0016763
Hsa-Mir-448_pre	MI0001637
Hsa-Mir-450-P1_pre	MI0001652
Hsa-Mir-450-P2_pre	MI0003187
Hsa-Mir-450-P3_pre	MI0005531
Hsa-Mir-451_pre	MI0001729
Hsa-Mir-452-v1_pre	MI0001733
Hsa-Mir-452-v2_pre	MI0001733
Hsa-Mir-4524_pre	MI0016891
Hsa-Mir-455_pre	MI0003513
Hsa-Mir-459_pre	MI0003906
Hsa-Mir-4637_pre	MI0017264
Hsa-Mir-4661_pre	MI0017289
Hsa-Mir-4662_pre	MI0017293
Hsa-Mir-4664_pre	MI0017294
Hsa-Mir-4677_pre	MI0017308
Hsa-Mir-4731_pre	MI0017368
Hsa-Mir-4766_pre	MI0017407
Hsa-Mir-483_pre	MI0002467
Hsa-Mir-486_pre	MI0002470
Hsa-Mir-488_pre	MI0003123
Hsa-Mir-489-v1_pre	MI0003124
Hsa-Mir-489-v2_pre	MI0003124
Hsa-Mir-490_pre	MI0003125
Hsa-Mir-491_pre	MI0003126
Hsa-Mir-493_pre	MI0003132
Hsa-Mir-498_pre	MI0003142
Hsa-Mir-499_pre	MI0003183
Hsa-Mir-5000_pre	MI0017866
Hsa-Mir-5010_pre	MI0017878
Hsa-Mir-504-v1_pre	MI0003189
Hsa-Mir-504-v2_pre	MI0003189
Hsa-Mir-505-v1_pre	MI0003190
Hsa-Mir-505-v2_pre	MI0003190
Hsa-Mir-506-P10_pre	MI0005533
Hsa-Mir-506-P11_pre	MI0005528
Hsa-Mir-506-P12_pre	MI0005538
Hsa-Mir-506-P13_pre	MI0022560
Hsa-Mir-506-P1_pre	MI0003193
Hsa-Mir-506-P2_pre	MI0003194
Hsa-Mir-506-P3_pre	MI0003195
Hsa-Mir-506-P4a1_pre	MI0003196
Hsa-Mir-506-P4a2_pre	MI0005530
Hsa-Mir-506-P4b_pre	MI0005717
Hsa-Mir-506-P5_pre	MI0003197
Hsa-Mir-506-P6a1_pre	MI0003191
Hsa-Mir-506-P6a2_pre	MI0003192
Hsa-Mir-506-P6b_pre	MI0006648
Hsa-Mir-506-P6c_pre	MI0006649
Hsa-Mir-506-P7a_pre	MI0003198
Hsa-Mir-506-P7b_pre	MI0003199
Hsa-Mir-506-P7c_pre	MI0003200
Hsa-Mir-506-P8_pre	MI0014251
Hsa-Mir-506-P9_pre	MI0005537
Hsa-Mir-511_pre	MI0003127
Hsa-Mir-541_pre	MI0005539
Hsa-Mir-542-v1_pre	MI0003686
Hsa-Mir-542-v2_pre	MI0003686
Hsa-Mir-544_pre	MI0003515
Hsa-Mir-550-P1_pre	MI0003600
Hsa-Mir-550-P2_pre	MI0003601
Hsa-Mir-550-P3_pre	MI0003762
Hsa-Mir-551-P1_pre	MI0003556
Hsa-Mir-551-P2_pre	MI0003575
Hsa-Mir-552_pre	MI0003557
Hsa-Mir-556_pre	MI0003562
Hsa-Mir-5579_pre	MI0019133
Hsa-Mir-5581_pre	MI0019136
Hsa-Mir-5586_pre	MI0019143
Hsa-Mir-561_pre	MI0003567
Hsa-Mir-5683_pre	MI0019284
Hsa-Mir-5687_pre	MI0019291
Hsa-Mir-574_pre	MI0003581
Hsa-Mir-576_pre	MI0003583
Hsa-Mir-577_pre	MI0003584
Hsa-Mir-579_pre	MI0003586
Hsa-Mir-580_pre	MI0003587
Hsa-Mir-582_pre	MI0003589
Hsa-Mir-584_pre	MI0003591
Hsa-Mir-585_pre	MI0003592
Hsa-Mir-589_pre	MI0003599
Hsa-Mir-590_pre	MI0003602
Hsa-Mir-592_pre	MI0003604
Hsa-Mir-597_pre	MI0003609
Hsa-Mir-598_pre	MI0003610
Hsa-Mir-599_pre	MI0003611
Hsa-Mir-605-v1_pre	MI0003618
Hsa-Mir-605-v2_pre	MI0003618
Hsa-Mir-615_pre	MI0003628
Hsa-Mir-616_pre	MI0003629
Hsa-Mir-624_pre	MI0003638
Hsa-Mir-628_pre	MI0003642
Hsa-Mir-629_pre	MI0003643
Hsa-Mir-642-as_pre	MI0016685
Hsa-Mir-642_pre	MI0003657
Hsa-Mir-651_pre	MI0003666
Hsa-Mir-652_pre	MI0003667
Hsa-Mir-653_pre	MI0003674
Hsa-Mir-670_pre	MI0003933
Hsa-Mir-6715_pre	MI0022548
Hsa-Mir-671_pre	MI0003760
Hsa-Mir-675_pre	MI0005416
Hsa-Mir-676_pre	MI0016436
Hsa-Mir-7-P1_pre	MI0000263
Hsa-Mir-7-P2_pre	MI0000264
Hsa-Mir-7-P3_pre	MI0000265
Hsa-Mir-7151_pre	MI0023611
Hsa-Mir-744_pre	MI0005559
Hsa-Mir-760_pre	MI0005567
Hsa-Mir-766_pre	MI0003836
Hsa-Mir-769_pre	MI0003834
Hsa-Mir-770_pre	MI0005118
Hsa-Mir-7854_pre	MI0025524
Hsa-Mir-8-P1a_pre	MI0000737
Hsa-Mir-8-P1b_pre	MI0000457
Hsa-Mir-8-P2a_pre	MI0000342
Hsa-Mir-8-P2b_pre	MI0000650
Hsa-Mir-8-P3a_pre	MI0001641
Hsa-Mir-873-v1_pre	MI0005564
Hsa-Mir-873-v2_pre	MI0005564
Hsa-Mir-874_pre	MI0005532
Hsa-Mir-875_pre	MI0005541
Hsa-Mir-876_pre	MI0005542
Hsa-Mir-885_pre	MI0005560
Hsa-Mir-887_pre	MI0005562
Hsa-Mir-9-P1_pre	MI0000466
Hsa-Mir-9-P2_pre	MI0000467
Hsa-Mir-9-P3_pre	MI0000468
Hsa-Mir-92-P1a_pre	MI0000093
Hsa-Mir-92-P1b_pre	MI0000094
Hsa-Mir-92-P1c_pre	MI0003560
Hsa-Mir-92-P2a_pre	MI0000775
Hsa-Mir-92-P2b_pre	MI0000764
Hsa-Mir-92-P2c_pre	MI0000082
Hsa-Mir-934_pre	MI0005756
Hsa-Mir-935-v1_pre	MI0005757
Hsa-Mir-935-v2_pre	MI0005757
Hsa-Mir-944_pre	MI0005769
Hsa-Mir-95-P1_pre	MI0000097
Hsa-Mir-95-P2_pre	MI0003685
Hsa-Mir-95-P3-v1_pre	MI0003516
Hsa-Mir-95-P3-v2_pre	MI0003516
Hsa-Mir-95-P4_pre	MI0003758
Hsa-Mir-96-P1_pre	MI0000098
Hsa-Mir-96-P2_pre	MI0000272
Hsa-Mir-96-P3-v1_pre	MI0000273
Hsa-Mir-96-P3-v2_pre	MI0000273
Isc-Bantam-P9a_pre	MI0012259
Isc-Bantam-P9b_pre	MI0012259
Isc-Iab-4_pre	MI0016445
Isc-Let-7_pre	MI0012260
Isc-Mir-10-P1-v1_pre	MI0012262
Isc-Mir-10-P1-v2_pre	MI0012262
Isc-Mir-10-P2_pre	MI0012263
Isc-Mir-10-P4_pre	MI0012289
Isc-Mir-124_pre	MI0012265
Isc-Mir-12_pre	MI0012264
Isc-Mir-133_pre	MI0012266
Isc-Mir-137_pre	MI0012267
Isc-Mir-153_pre	MI0012268
Isc-Mir-184_pre	MI0012269
Isc-Mir-193-P1_pre	MI0018488
Isc-Mir-1993_pre	MI0015940
Isc-Mir-1_pre	MI0012261
Isc-Mir-2-o7_pre	MI0012276
Isc-Mir-2-o8_pre	MI0012277
Isc-Mir-2001_pre	MI0010250
Isc-Mir-216-P1_pre	MI0018486
Isc-Mir-219_pre	MI0012270
Isc-Mir-252-P2_pre	MI0012271
Isc-Mir-275_pre	MI0012273
Isc-Mir-276_pre	MI0016443
Isc-Mir-278_pre	MI0015941
Isc-Mir-279_pre	MI0012274
Isc-Mir-29-P1_pre	MI0012275
Isc-Mir-305_pre	MI0016444
Isc-Mir-315_pre	MI0012278
Isc-Mir-317_pre	MI0012279
Isc-Mir-375_pre	MI0012280
Isc-Mir-3931_pre	MI0018489
Isc-Mir-5305_pre	MI0018484
Isc-Mir-67_pre	MI0012281
Isc-Mir-71_pre	MI0012283
Isc-Mir-750_pre	MI0012284
Isc-Mir-7_pre	MI0012282
Isc-Mir-87-o3_pre	MI0012287
Isc-Mir-8_pre	MI0012286
Isc-Mir-96-P1_pre	MI0012288
Isc-Mir-96-P3_pre	MI0012272
Isc-Mir-9_pre	MI0012285
Lgi-Let-7_pre	MI0010143
Lgi-Mir-10-P1_pre	MI0010106
Lgi-Mir-10-P2_pre	MI0010119
Lgi-Mir-10-P6_pre	MI0010262
Lgi-Mir-1175_pre	MI0010142
Lgi-Mir-124-P10_pre	MI0010120
Lgi-Mir-12_pre	MI0010107
Lgi-Mir-133_pre	MI0010121
Lgi-Mir-137_pre	MI0010122
Lgi-Mir-153_pre	MI0010123
Lgi-Mir-184-P5_pre	MI0010126
Lgi-Mir-190-v1_pre	MI0010127
Lgi-Mir-190-v2_pre	MI0010127
Lgi-Mir-193-P1_pre	MI0010128
Lgi-Mir-1984_pre	MI0010255
Lgi-Mir-1985_pre	MI0010256
Lgi-Mir-1986_pre	MI0010257
Lgi-Mir-1988_pre	MI0010258
Lgi-Mir-1989_pre	MI0010259
Lgi-Mir-1990_pre	MI0010261
Lgi-Mir-1992-P1_pre	MI0010251
Lgi-Mir-1993_pre	MI0010252
Lgi-Mir-1994-P1_pre	MI0010253
Lgi-Mir-1994-P2_pre	MI0010254
Lgi-Mir-1_pre	MI0010100
Lgi-Mir-2-o14_pre	MI0010102
Lgi-Mir-2-o26_pre	MI0010101
Lgi-Mir-2-o27a_pre	MI0010102
Lgi-Mir-2-o27b_pre	MI0010102
Lgi-Mir-2001_pre	MI0010260
Lgi-Mir-216-P1_pre	MI0010129
Lgi-Mir-216-P2_pre	MI0010130
Lgi-Mir-22-P1_pre	MI0010138
Lgi-Mir-22-P2_pre	MI0010139
Lgi-Mir-242-P1_pre	MI0010131
Lgi-Mir-242-P2_pre	MI0010217
Lgi-Mir-252-P1_pre	MI0010132
Lgi-Mir-252-P2_pre	MI0010218
Lgi-Mir-2722_pre	MI0012169
Lgi-Mir-278_pre	MI0010133
Lgi-Mir-279_pre	MI0010134
Lgi-Mir-281-P8_pre	MI0010135
Lgi-Mir-281-P9_pre	MI0010135
Lgi-Mir-29-P1_pre	MI0010108
Lgi-Mir-315_pre	MI0010136
Lgi-Mir-317_pre	MI0010137
Lgi-Mir-31_pre	MI0010109
Lgi-Mir-33_pre	MI0010110
Lgi-Mir-34_pre	MI0010111
Lgi-Mir-375_pre	MI0010212
Lgi-Mir-67_pre	MI0010112
Lgi-Mir-71_pre	MI0010113
Lgi-Mir-750_pre	MI0010140
Lgi-Mir-76_pre	MI0010141
Lgi-Mir-7_pre	MI0010103
Lgi-Mir-87_pre	MI0010115
Lgi-Mir-8_pre	MI0010104
Lgi-Mir-92-o27-v1_pre	MI0010116
Lgi-Mir-92-o27-v2_pre	MI0010116
Lgi-Mir-92-o28_pre	MI0010116
Lgi-Mir-92-o29_pre	MI0010116
Lgi-Mir-92-o30_pre	MI0010116
Lgi-Mir-96-P1a_pre	MI0010117
Lgi-Mir-96-P1b_pre	MI0010118
Lgi-Mir-96-P2_pre	MI0010124
Lgi-Mir-96-P3_pre	MI0010125
Lgi-Mir-9_pre	MI0010105
Mdo-Let-7-P1a_pre	MI0005330
Mdo-Let-7-P2a1_pre	MI0005360
Mdo-Let-7-P2a2_pre	MI0005350
Mdo-Let-7-P2a3_pre	MI0005349
Mdo-Let-7-P2b1_pre	MI0005361
Mdo-Let-7-P2b2_pre	MI0005351
Mdo-Let-7-P2c1_pre	MI0005362
Mdo-Let-7-P2c2_pre	MI0005332
Mdo-Let-7-P2c3_pre	MI0005331
Mdo-Mir-1-P1_pre	MI0024006
Mdo-Mir-1-P2_pre	MI0005269
Mdo-Mir-1-P3_pre	MI0005317
Mdo-Mir-10-P1a-v1_pre	MI0005273
Mdo-Mir-10-P1a-v2_pre	MI0005273
Mdo-Mir-10-P1b-v1_pre	MI0005274
Mdo-Mir-10-P1b-v2_pre	MI0005274
Mdo-Mir-10-P2a_pre	MI0005281
Mdo-Mir-10-P3a_pre	MI0005292
Mdo-Mir-10-P3c_pre	MI0005291
Mdo-Mir-101-P1-v1_pre	MI0005283
Mdo-Mir-101-P1-v2_pre	MI0005283
Mdo-Mir-101-P2-v1_pre	MI0005282
Mdo-Mir-101-P2-v2_pre	MI0005282
Mdo-Mir-103-P1_pre	MI0005284
Mdo-Mir-103-P2_pre	MI0005285
Mdo-Mir-103-P3_pre	MI0005286
Mdo-Mir-12298_pre	MI0040780
Mdo-Mir-122_pre	MI0005287
Mdo-Mir-12325_pre	MI0040823
Mdo-Mir-12337_pre	MI0040844
Mdo-Mir-12355_pre	MI0040877
Mdo-Mir-12358-P2-v1_pre	MI0040881
Mdo-Mir-12358-P2-v2_pre	MI0040881
Mdo-Mir-12366-v1_pre	MI0040893
Mdo-Mir-12366-v2_pre	MI0040893
Mdo-Mir-12380_pre	MI0040912
Mdo-Mir-124-P1-v1_pre	MI0005288
Mdo-Mir-124-P1-v2_pre	MI0005288
Mdo-Mir-124-P2-v1_pre	MI0005289
Mdo-Mir-124-P2-v2_pre	MI0005289
Mdo-Mir-124-P3-v1_pre	MI0005290
Mdo-Mir-124-P3-v2_pre	MI0005290
Mdo-Mir-12404_pre	MI0040987
Mdo-Mir-1251_pre	MI0023877
Mdo-Mir-126-v1_pre	MI0012499
Mdo-Mir-126-v2_pre	MI0012499
Mdo-Mir-126-v3_pre	MI0012499
Mdo-Mir-128-P1_pre	MI0023827
Mdo-Mir-128-P2_pre	MI0005293
Mdo-Mir-129-P1_pre	MI0005294
Mdo-Mir-130-P1a_pre	MI0005295
Mdo-Mir-130-P1b_pre	MI0023802
Mdo-Mir-130-P2a_pre	MI0012495
Mdo-Mir-130-P3a_pre	MI0023774
Mdo-Mir-132-P1_pre	MI0005338
Mdo-Mir-132-P2_pre	MI0005337
Mdo-Mir-1329_pre	MI0040806
Mdo-Mir-133-P1-v1_pre	MI0023999
Mdo-Mir-133-P1-v2_pre	MI0023999
Mdo-Mir-133-P2-v1_pre	MI0005296
Mdo-Mir-133-P2-v2_pre	MI0005296
Mdo-Mir-133-P3-v1_pre	MI0040828
Mdo-Mir-133-P3-v2_pre	MI0040828
Mdo-Mir-135-P2_pre	MI0005297
Mdo-Mir-135-P3_pre	MI0005298
Mdo-Mir-137-P1-v1_pre	MI0005299
Mdo-Mir-137-P1-v2_pre	MI0005299
